"icon","set_id","lang","name","desc"
UI_RelicIcon_15018_5,15018,ko,정지된 시간,""
UI_RelicIcon_15025_1,15025,zh,迷误者之灯,本是沙漠形制的油灯，但其上生出了苍翠荧光的绿叶。
UI_RelicIcon_15025_2,15025,zh,翠蔓的智者,飘逸如羽的翠色叶片，取自林中智者的衣衫。
UI_RelicIcon_15025_3,15025,zh,月桂的宝冠,草木的主神赠送的冠冕，曾在迷宫的王之间代代相传，最终由王的侍者继承。
UI_RelicIcon_15025_4,15025,zh,迷宫的游人,从森林王的宝冠上摘下的饰金之花。
UI_RelicIcon_15025_5,15025,zh,贤智的定期,投身贤睿之道者所用的时计，其中盛装的并非无生命的砂砾，而是细小的芥子。
UI_RelicIcon_15025_1,15025,en,Lamp of the Lost,"This was originally an oil lamp in the style of the desert realm, but has since sprouted fluorescent green leaves."
UI_RelicIcon_15025_2,15025,en,Scholar of Vines,An emerald leaf as fluffy as a feather. Plucked from the raiment of a forest scholar.
UI_RelicIcon_15025_3,15025,en,Laurel Coronet,"This crown was bestowed by the deity with dominion over plants and trees. It was an heirloom of the royal house of the labyrinth. It was, at last, made the inheritance of the king's attendant."
UI_RelicIcon_15025_4,15025,en,Labyrinth Wayfarer,This lovely gold-plated flower was plucked from the crown of the ruler of the forest.
UI_RelicIcon_15025_5,15025,en,A Time of Insight,"Such timepieces are used by those who dedicate themselves to the way of the wise. These timepieces do not contain lifeless sand, but instead play host to tiny mustard seeds."
UI_RelicIcon_15025_1,15025,ja,迷い人の灯,元々は砂漠風のランプであったが、濃緑色の光を放つ葉っぱが生えてきた。
UI_RelicIcon_15025_2,15025,ja,翠蔓の知者,羽毛のように軽やかな翠色の葉っぱ。森の知者の衣服から摘み取られたものである。
UI_RelicIcon_15025_3,15025,ja,月桂の宝冠,草木を支配する神より授かりし王冠。かつては迷宮の王の間で代々受け継がれていたが、最後は王の侍従の手に渡った。
UI_RelicIcon_15025_4,15025,ja,迷宮の遊客,森林王の冠から取れた、装飾用の金の花。
UI_RelicIcon_15025_5,15025,ja,賢知の定期,賢知の道を歩む者が使う時計。中に入っているのは生命無き砂ではなく、小さなカラシナの種だ。
UI_RelicIcon_15025_1,15025,ko,방황하는 자의 등잔,"원래는 사막 스타일의 등잔이었지만, 형광빛을 내는 초록색 잎사귀가 자랐다"
UI_RelicIcon_15025_2,15025,ko,푸른 덩굴의 현자,깃털처럼 휘날리는 녹색 잎사귀는 숲속 현자의 옷에서 얻은 것이다
UI_RelicIcon_15025_3,15025,ko,월계수 왕관,"초목의 주신이 하사한 관. 미궁의 왕 사이에서 대대로 전해졌고, 마지막에는 왕의 시종에게 계승되었다"
UI_RelicIcon_15025_4,15025,ko,미궁의 유객,숲의 왕의 보관에서 꺾은 금빛 꽃
UI_RelicIcon_15025_5,15025,ko,현명의 주기,현자의 길에 뛰어든 이가 사용하는 시계. 안에는 생명력이 없는 모래 대신 아주 작은 겨자씨가 들어있다
UI_RelicIcon_14004_1,14004,zh,少女片刻的闲暇,芭芭拉专用
UI_RelicIcon_14004_2,14004,zh,少女飘摇的思念,芭芭拉专用
UI_RelicIcon_14004_3,14004,zh,少女易逝的芳颜,芭芭拉专用
UI_RelicIcon_14004_4,14004,zh,远方的少女之心,芭芭拉专用
UI_RelicIcon_14004_5,14004,zh,少女苦短的良辰,芭芭拉专用
UI_RelicIcon_14004_1,14004,en,Maiden's Fleeting Leisure,""
UI_RelicIcon_14004_2,14004,en,Maiden's Heart-Stricken Infatuation,""
UI_RelicIcon_14004_3,14004,en,Maiden's Fading Beauty,""
UI_RelicIcon_14004_4,14004,en,Maiden's Distant Love,""
UI_RelicIcon_14004_5,14004,en,Maiden's Passing Youth,""
UI_RelicIcon_14004_1,14004,ja,少女の暫く息抜き,""
UI_RelicIcon_14004_2,14004,ja,少女の揺らぐ思い,""
UI_RelicIcon_14004_3,14004,ja,少女の儚き顔,""
UI_RelicIcon_14004_4,14004,ja,彼方にある少女の心,""
UI_RelicIcon_14004_5,14004,ja,少女の短い華年,""
UI_RelicIcon_14004_1,14004,ko,소녀의 짧은 여가,""
UI_RelicIcon_14004_2,14004,ko,소녀의 흔들리는 그리움,""
UI_RelicIcon_14004_3,14004,ko,소녀의 꺾여가는 미모,""
UI_RelicIcon_14004_4,14004,ko,먼 곳에 있는 소녀의 마음,""
UI_RelicIcon_14004_5,14004,ko,소녀의 짧은 행복,""
UI_RelicIcon_15004_1,15004,zh,北风之盏,与北风同行的骑士留下的空之杯，凛冬的霜之息依旧盈满其中。
UI_RelicIcon_15004_2,15004,zh,雪藏之羽,与北风同行的骑士于雪中拾获的鸟羽，如今依旧静候解冻之刻。
UI_RelicIcon_15004_3,15004,zh,冰河之冠,与北风同行的骑士所戴的冠冕，以凛冬的寒冰与白银打造而成。
UI_RelicIcon_15004_4,15004,zh,凛冬霜心,陷入静默的冰之花，凝固在摘下的一刻，是骑士不离身的纪念。
UI_RelicIcon_15004_5,15004,zh,凝冰成砂,与北风同行的骑士曾用的时计，内部是永不消去的雪砂与霜风。
UI_RelicIcon_15004_1,15004,en,Goblet of Aquilo,A goblet of eonothem left behind by the knight who walked with the North Wind. The chill of the bitter winter frost still lingers within.
UI_RelicIcon_15004_2,15004,en,Plume of Snow,A bird feather that was picked up by the knight who walked with the North Wind in the snow. It still awaits the day when it will thaw.
UI_RelicIcon_15004_3,15004,en,Crown of Glacier,The crown worn by the knight who walked with the North Wind. It was forged using winter ice and silver.
UI_RelicIcon_15004_4,15004,en,Heart of Frost,A flower that has been frozen in time from the moment it was picked. The knight kept it as a memento forever after.
UI_RelicIcon_15004_5,15004,en,Glacial Sand,A timepiece once used by the knight who walked with the North Wind. A never-ending snowstorm rages within.
UI_RelicIcon_15004_1,15004,ja,北風のコップ,北風と共に行く騎士が残した杯、中は冬の霜の気配に満ちている。
UI_RelicIcon_15004_2,15004,ja,雪の飾り羽,北風と共に行く騎士が雪の中で拾った鳥の羽根、今でも氷が解ける瞬間を静かに待っている。
UI_RelicIcon_15004_3,15004,ja,氷河の冠,北風と共に行く騎士が被っていた冠、冬の氷と白銀で出来たもの。
UI_RelicIcon_15004_4,15004,ja,氷霜の心,沈黙に陥った氷の花、摘まれた時に凝固され、騎士が肌身離さず持ち歩く記念品である。
UI_RelicIcon_15004_5,15004,ja,氷の砂,北風と共に行く騎士が使用していた時計、中には消えない雪砂と霜風が入っている。
UI_RelicIcon_15004_1,15004,ko,북풍의 잔,북풍과 동행했던 기사가 남긴 공간의 성배. 엄동의 서리의 기운이 잔을 가득 채우고 있다
UI_RelicIcon_15004_2,15004,ko,눈밭 속의 깃털,북풍과 동행하던 기사가 눈밭에서 주운 깃털. 아직까지도 녹을 날을 조용히 기다리고 있다
UI_RelicIcon_15004_3,15004,ko,빙하의 왕관,북풍과 동행하던 기사가 착용한 모자. 차가운 얼음과 은으로 만들어졌다
UI_RelicIcon_15004_4,15004,ko,혹한의 서리 심장,침묵에 빠진 얼음꽃. 꺾어질 때의 모습 그대로 얼어붙었다. 기사가 항상 달고 다니는 기념품이다
UI_RelicIcon_15004_5,15004,ko,얼음 모래,북풍과 동행하던 기사가 사용했던 시계. 안쪽에는 영원히 사라지지 않는 눈모래와 서릿바람이 들어있다
UI_RelicIcon_15029_1,15029,zh,勇者们的茶会,精致的茶杯。或许曾与他人共同度过悠闲的午后时光吧。
UI_RelicIcon_15029_2,15029,zh,坏巫师的羽杖,原本在礼帽上的装饰鸟羽。墨绿的颜色想必相当吸引眼球吧。
UI_RelicIcon_15029_3,15029,zh,恶龙的单片镜,精致的单片眼镜。依照古老的轶事传闻，透过它或许能瞥见未来的光景吧。
UI_RelicIcon_15029_4,15029,zh,旅途中的鲜花,故事一定会结束，鲜花也终究会凋落。但梦中描绘的花朵永远都会饱满而充满芬芳吧。
UI_RelicIcon_15029_5,15029,zh,水仙的时时刻刻,早已停止运转的怀表，似乎在徒劳的旋转中见证过许多的年月。
UI_RelicIcon_15029_1,15029,en,Heroes' Tea Party,A lovely teacup. Perhaps it was once used by people enjoying a leisurely afternoon together.
UI_RelicIcon_15029_2,15029,en,Wicked Mage's Plumule,"This was once a decorative feather in someone's hat. Being dark green, it is quite eye-catching indeed."
UI_RelicIcon_15029_3,15029,en,Fell Dragon's Monocle,An exquisitely-made monocle. Ancient anecdotes say that one might be able to see the future through it.
UI_RelicIcon_15029_4,15029,en,Odyssean Flower,"The story must end, and even fresh flowers will wither. But the flower within one's dreams will always remain in full and fragrant bloom."
UI_RelicIcon_15029_5,15029,en,Nymph's Constancy,A pocket watch that has long stopped working. It seems to have borne witness to many a passing year as its hands spun in vain.
UI_RelicIcon_15029_1,15029,ja,勇者たちのお茶会,精巧なティーカップ。誰かと一緒にのんびりとした午後のひと時を過ごしたのだろう。
UI_RelicIcon_15029_2,15029,ja,悪しき魔法使いの羽杖,ドレスハットに飾ってあった鳥の羽。濃い緑色は、さぞ目を惹くものだっただろう。
UI_RelicIcon_15029_3,15029,ja,悪龍の片眼鏡,精巧な片眼鏡。古い噂によると、これを使えば未来の光景が見えるらしい。
UI_RelicIcon_15029_4,15029,ja,旅中の花,物語はいつか必ず終わりを告げ、花もやがては散り衰える。しかし、夢で描いた花ならば、永遠に香り高く咲いてくれることだろう。
UI_RelicIcon_15029_5,15029,ja,水仙の一瞬一瞬,とうの昔に止まった懐中時計。虚しく回転しながら、長い歳月を眺めてきたらしい。
UI_RelicIcon_15029_1,15029,ko,용자들의 티타임,정교한 찻잔. 어쩌면 누군가와 함께 한가로운 오후를 즐겼을지도 모른다
UI_RelicIcon_15029_2,15029,ko,나쁜 마법사의 깃털 지팡이,모자 위에 달려있던 깃털 장식. 암녹색 빛깔은 분명 사람들의 눈길을 끌었을 것이다
UI_RelicIcon_15029_3,15029,ko,악룡의 단안경,정교한 단안경. 오래된 소문에 따르면 이 안경을 통해 미래의 순간을 엿볼 수 있다고 한다
UI_RelicIcon_15029_4,15029,ko,여정 중의 꽃,"이야기는 반드시 막을 내리고 꽃도 결국 지기 마련이지만, 꿈에서 그린 꽃은 영원히 향기로울 것이다"
UI_RelicIcon_15029_5,15029,ko,님프의 시시각각,아주 오래전에 멈춘 회중시계. 무의미한 회전 속에서 긴 세월을 목격한 것 같다
UI_RelicIcon_15002_1,15002,zh,翠绿猎人的容器,砂糖专用
UI_RelicIcon_15002_2,15002,zh,猎人青翠的箭羽,砂糖专用
UI_RelicIcon_15002_3,15002,zh,翠绿的猎人之冠,砂糖专用
UI_RelicIcon_15002_4,15002,zh,野花记忆的绿野,砂糖专用
UI_RelicIcon_15002_5,15002,zh,翠绿猎人的笃定,砂糖专用
UI_RelicIcon_15002_1,15002,en,Viridescent Venerer's Vessel,""
UI_RelicIcon_15002_2,15002,en,Viridescent Arrow Feather,""
UI_RelicIcon_15002_3,15002,en,Viridescent Venerer's Diadem,""
UI_RelicIcon_15002_4,15002,en,In Remembrance of Viridescent Fields,""
UI_RelicIcon_15002_5,15002,en,Viridescent Venerer's Determination,""
UI_RelicIcon_15002_1,15002,ja,緑の狩人の容器,""
UI_RelicIcon_15002_2,15002,ja,狩人の青緑色の矢羽,""
UI_RelicIcon_15002_3,15002,ja,緑の狩人の冠,""
UI_RelicIcon_15002_4,15002,ja,野花の記憶の草原,""
UI_RelicIcon_15002_5,15002,ja,緑の狩人の決心,""
UI_RelicIcon_15002_1,15002,ko,청록색 사냥꾼의 그릇,""
UI_RelicIcon_15002_2,15002,ko,사냥꾼의 푸른 화살깃,""
UI_RelicIcon_15002_3,15002,ko,청록색 사냥꾼의 모자,""
UI_RelicIcon_15002_4,15002,ko,야생화 기억 속의 푸른 들판,""
UI_RelicIcon_15002_5,15002,ko,청록색 사냥꾼의 확신,""
UI_RelicIcon_15026_1,15026,zh,如蜜的终宴,曾在古老盛大的宴会上使用的酒杯，褪去了往日华丽的颜色。
UI_RelicIcon_15026_2,15026,zh,裁断的翎羽,曾用来衡量罪人心脏重量的特制翎羽，如今失去了原本的功能。
UI_RelicIcon_15026_3,15026,zh,沙王的投影,旧日沙漠祭司的镶金头巾，其形制乃是为了效仿传说中的沙民之王。
UI_RelicIcon_15026_4,15026,zh,梦中的铁花,暗金打造的蓓蕾，再无机会开放的花瓣包裹着赤红的花芯。
UI_RelicIcon_15026_5,15026,zh,沉金的岁月,暗金光泽的古老日晷，似乎在诉说着沙漠的旧日。
UI_RelicIcon_15026_1,15026,en,Honeyed Final Feast,A wine cup that was once used at a grand and ancient feast. It has now lost much of that luster.
UI_RelicIcon_15026_2,15026,en,Feather of Judgment,"This special feather was once used to weigh the hearts of the guilty, but it has since lost its original function."
UI_RelicIcon_15026_3,15026,en,Shadow of the Sand King,This gold-inlaid headband was once used by desert priests in the days of old. They were made in imitation of one worn by a legendary ruler of the desert peoples.
UI_RelicIcon_15026_4,15026,en,Dreaming Steelbloom,A flower bud made of hammered dark gold. Its crimson core is wrapped by petals that shall never open.
UI_RelicIcon_15026_5,15026,en,The Sunken Years,This dark-golden sundial seems to tell the ancient tale of the desert.
UI_RelicIcon_15026_1,15026,ja,甘露の終宴,古代の盛大な宴会で使われた杯。かつての輝きは今や、跡形もない。
UI_RelicIcon_15026_2,15026,ja,裁断の羽根,かつて罪人の心臓の重さを量るために使われた特製の羽根。今はもう、元の機能を失っている。
UI_RelicIcon_15026_3,15026,ja,砂王の投影,その昔、砂漠の祭司が使っていた金メッキの頭巾。伝説の、砂の民の王が身に着けていた頭巾の形を模している。
UI_RelicIcon_15026_4,15026,ja,夢境の鉄花,色みの暗い金で仕上げられたつぼみ。決して開くことのない花びらは、深紅の芯を包んでいる。
UI_RelicIcon_15026_5,15026,ja,深金の歳月,濃い金の光沢を放つ、いにしえの日時計。かつての砂漠を物語っているかのようだ。
UI_RelicIcon_15026_1,15026,ko,달콤한 마지막 연회,오래전 성대한 연회에서 사용한 술잔. 과거의 고귀하고 화려한 색은 더 이상 찾아볼 수 없다
UI_RelicIcon_15026_2,15026,ko,심판의 날개,죄인의 심장 무게를 측정하기 위해 특수 제작된 날개. 지금은 본래의 기능을 잃었다
UI_RelicIcon_15026_3,15026,ko,모래왕의 그림자,고대 사막 제사장의 금테로 장식된 두건. 전설 속 사막민의 왕이 쓰던 두건의 형태를 모방했다
UI_RelicIcon_15026_4,15026,ko,꿈속에 피어난 철의 꽃,어두운 빛을 띄는 금으로 만든 꽃봉오리. 두 번 다시 열리지 않을 꽃잎 속에는 붉은색 꽃술이 숨어있다
UI_RelicIcon_15026_5,15026,ko,가라앉은 세월,어두운 금빛을 띠고 있는 오래된 해시계. 사막의 과거를 말해주는 듯하다
UI_RelicIcon_10008_1,10008,zh,赌徒的骰盅,是特制的、用于单一用途的容器，但其中并没有欺诈用的机关。
UI_RelicIcon_10008_2,10008,zh,赌徒的羽饰,大型鸟的尾羽，其中能藏得下能改天逆命的牌。
UI_RelicIcon_10008_3,10008,zh,赌徒的耳环,能让人冷静评估局势与风险，避免危机的翠蓝耳环。
UI_RelicIcon_10008_4,10008,zh,赌徒的胸花,华丽的大花朵，其中能藏得下自己事前准备好的骰子。
UI_RelicIcon_10008_5,10008,zh,赌徒的怀表,破碎的怀表，曾经为它的主人挡下了致命的攻击。
UI_RelicIcon_10008_1,10008,en,Gambler's Dice Cup,This vessel was specially made for a single purpose. It has absolutely no secret compartments built into it.
UI_RelicIcon_10008_2,10008,en,Gambler's Feather Accessory,The tail feather of a large bird. Perfect for discretely concealing a trump card.
UI_RelicIcon_10008_3,10008,en,Gambler's Earrings,"A pair of blue earrings that, when worn, calm the mind and encourage a rational assessment of risks."
UI_RelicIcon_10008_4,10008,en,Gambler's Brooch,"A big, luxurious flower that can hide loaded dice."
UI_RelicIcon_10008_5,10008,en,Gambler's Pocket Watch,A shattered pocket watch that once took a lethal hit for its owner.
UI_RelicIcon_10008_1,10008,ja,博徒のツボ,特製品。単一用途の容器だが、詐欺用のからくりはない。
UI_RelicIcon_10008_2,10008,ja,博徒の羽飾り,大型鳥の羽根、運命を変えられるカードを隠すことができる。
UI_RelicIcon_10008_3,10008,ja,博徒のピアス,この青のイヤリングをつけると冷静に状況とリスクを分析し、危機を避けられるようになる。
UI_RelicIcon_10008_4,10008,ja,博徒の花飾り,大きくて華麗な花。事前に用意したサイコロを隠すことができる。
UI_RelicIcon_10008_5,10008,ja,博徒の懐中時計,壊れた懐中時計、かつて致命的な攻撃から持ち主を救ったことがある。
UI_RelicIcon_10008_1,10008,ko,노름꾼의 주사위,용도가 하나뿐인 특제 용기. 하지만 내부에 아무런 사기 장치가 없다
UI_RelicIcon_10008_2,10008,ko,노름꾼의 깃털장식,큰 새의 꽁지깃털. 그 속에는 정해진 운명을 바꿀 수 있는 패를 숨길 수 있다
UI_RelicIcon_10008_3,10008,ko,노름꾼의 귀걸이,냉정하게 정세와 위험을 평가하고 위기를 모면하게 하는 청록색 귀걸이
UI_RelicIcon_10008_4,10008,ko,노름꾼의 브로치,화려한 꽃송이. 그 속에 자신이 미리 준비한 주사위를 숨길 수 있다
UI_RelicIcon_10008_5,10008,ko,노름꾼의 회중시계,파손된 회중시계. 예전에 주인을 위해 치명적인 공격을 막아냈다
UI_RelicIcon_15022_1,15022,zh,真珠之笼,海祇岛的巫女们所供奉的明珠，始终闪烁着点点光芒，从未黯淡。
UI_RelicIcon_15022_2,15022,zh,渊宫之羽,与珊瑚同色的柔弱彩羽，据说出自巫女的羽衣。
UI_RelicIcon_15022_3,15022,zh,海祇之冠,古老精致的冠冕，由被遗忘的「神人」所拥有。如今被海祇之民精心封存起来。
UI_RelicIcon_15022_4,15022,zh,海染之花,染上多变海色的轻柔之花，在月光下闪烁着奇妙的色彩。
UI_RelicIcon_15022_5,15022,zh,离别之贝,明净无垢的贝壳，来自深邃无底的大海。
UI_RelicIcon_15022_1,15022,en,Pearl Cage,The shining pearls that the shrine maidens of Watatsumi Island offer up shine eternally and never dim.
UI_RelicIcon_15022_2,15022,en,Deep Palace's Plume,"A down feather with the same hue as coral, said to come from a shrine maiden's ceremonial garment."
UI_RelicIcon_15022_3,15022,en,Crown of Watatsumi,"An ancient, intricate crown that was once used by a forgotten clergy member. Today, this relic has been enshrined with great ceremony by the people of Watatsumi."
UI_RelicIcon_15022_4,15022,en,Sea-Dyed Blossom,A soft flower that has taken on the many shades of the capricious ocean. It shines with wondrous colors under the moon's silver light.
UI_RelicIcon_15022_5,15022,en,Cowry of Parting,"A clean, flawless seashell that comes from the bottomless ocean."
UI_RelicIcon_15022_1,15022,ja,真珠の籠,海祇島の巫女たちが祀る真珠。常に微かな光を放っており、その光が弱まることはない。
UI_RelicIcon_15022_2,15022,ja,淵宮の羽,珊瑚と同じ色をした脆き彩羽。巫女の羽衣に使われていたらしい。
UI_RelicIcon_15022_3,15022,ja,海祇の冠,忘れ去られた「神人」が所有していた精巧な古の冠。今は海祇の人々によって大切に保管されている。
UI_RelicIcon_15022_4,15022,ja,海染の花,多様に変化する海の色を帯びた、しなやかな花。月明かりに照らされると、不思議な色彩を反射する。
UI_RelicIcon_15022_5,15022,ja,別れの貝,底なしの深き海に由来する、透き通った無垢の貝殻。
UI_RelicIcon_15022_1,15022,ko,진주의 요람,"와타츠미섬의 무녀들이 모시는 명주, 언제나 반짝이고 빛을 잃어본 적이 없다"
UI_RelicIcon_15022_2,15022,ko,연궁의 깃털,"산호와 같은 색을 띠고 있는 부드러운 깃털, 소문에 의하면 무녀의 날개옷에 사용된 깃털이라고 한다"
UI_RelicIcon_15022_3,15022,ko,와타츠미의 왕관,"정교하고 오래된 왕관, 잊혀진 「신」이 지녔던 물건이라고 한다. 현재는 와타츠미섬에 정성스레 보관되어 있다"
UI_RelicIcon_15022_4,15022,ko,바다에 물든 꽃,"변덕스러운 바다의 색으로 염색한 꽃, 달빛 아래에서 신비한 색을 띤다"
UI_RelicIcon_15022_5,15022,ko,이별의 조개,"맑고 깨끗한 조개껍데기, 깊고 끝없는 바다에서 왔다"
UI_RelicIcon_10004_1,10004,zh,奇迹之杯,民间流传的算命仪式使用的杯子，也可以装水。
UI_RelicIcon_10004_2,10004,zh,奇迹之羽,来自速度极快的猛禽，那奇迹般的一击肉眼几乎无法捕捉。
UI_RelicIcon_10004_3,10004,zh,奇迹耳坠,便宜的饰物，却是远古时代的陨星带来的奇特的金属制成。
UI_RelicIcon_10004_4,10004,zh,奇迹之花,岩石之中生长出来的花。能够裂穿坚硬的岩壁，是因为花追寻着光。
UI_RelicIcon_10004_5,10004,zh,奇迹之沙,看上去是寻常的沙漏，干涸的沙砾随着翻转运动像水一样流动。
UI_RelicIcon_10004_1,10004,en,Tiny Miracle's Goblet,"A cup commonly used for fortune-telling. It can also hold water, of course."
UI_RelicIcon_10004_2,10004,en,Tiny Miracle's Feather,A feather from a bird of prey that flies almost too fast for the human eye to detect.
UI_RelicIcon_10004_3,10004,en,Tiny Miracle's Earrings,A cheap accessory that is actually made from ancient meteoric ore.
UI_RelicIcon_10004_4,10004,en,Tiny Miracle's Flower,"A flower that grew from a rock, breaking through the stone as it strove to reach the light."
UI_RelicIcon_10004_5,10004,en,Tiny Miracle's Hourglass,"Just an ordinary, everyday hourglass. Turn it upside down and sure enough, the dry sand starts trickling down like water."
UI_RelicIcon_10004_1,10004,ja,奇跡のコップ,占いの時に使うコップだが、水を入れることも可能だ。
UI_RelicIcon_10004_2,10004,ja,奇跡の羽根,素早いスピードを持つ猛禽の羽根、あの奇跡のような一撃は肉眼では捕捉しきれないものである。
UI_RelicIcon_10004_3,10004,ja,奇跡のピアス,安いアクセサリーだが、遠古時代の隕石から取った不思議な金属でできたもの。
UI_RelicIcon_10004_4,10004,ja,奇跡の花,岩石の中に生えた花。光を求める花は、硬い岩壁でも引き裂く。
UI_RelicIcon_10004_5,10004,ja,奇跡の砂,普通の砂時計に見えるが、乾いた砂は水のように動く。
UI_RelicIcon_10004_1,10004,ko,기적의 잔,민간에서 점괘 의식에 사용된다고 전해지는 잔. 물을 담을 수도 있다
UI_RelicIcon_10004_2,10004,ko,기적의 깃털,속도가 매우 빠른 맹금류에서 얻은 깃털. 그 기적적인 일격은 육안으로는 거의 포착되지 않는다
UI_RelicIcon_10004_3,10004,ko,기적의 귀걸이,"값싼 장신구, 하지만 이 귀걸이는 먼 옛날의 별똥별이 가져온 기이한 금속으로 만들어졌다"
UI_RelicIcon_10004_4,10004,ko,기적의 꽃,바위에서 자라는 꽃. 이 연약한 꽃이 단단한 암벽을 뚫을 수 있었던 것은 빛을 좇았기 때문이다
UI_RelicIcon_10004_5,10004,ko,기적의 모래,흔한 모래시계로 보인다. 마른 모래는 물처럼 아래로 흐른다
UI_RelicIcon_15030_1,15030,zh,无边酣乐之筵,曾盛装琼浆蜜露的华丽酒杯，如今已空空如也。
UI_RelicIcon_15030_2,15030,zh,琦色灵彩之羽,精巧的羽状饰品，闪烁着绿叶与芳花的光泽。
UI_RelicIcon_15030_3,15030,zh,灵光明烁之心,精致多彩的耳饰，其上仿佛流露着百种花儿的光泽。
UI_RelicIcon_15030_4,15030,zh,灵光源起之蕊,久远的朝圣者曾佩戴的徽记，是一朵华丽的小花。
UI_RelicIcon_15030_5,15030,zh,久远花落之时,闪烁着灵光的古老时计，其中盛装着似有生命的纯净液体。
UI_RelicIcon_15030_1,15030,en,Feast of Boundless Joy,"An opulent wine goblet that was once filled with nectar and honeydew, but is empty today."
UI_RelicIcon_15030_2,15030,en,Vibrant Pinion,An exquisite feather-shaped decoration on which the vivid hues of verdant leaves and fragrant flowers shimmer.
UI_RelicIcon_15030_3,15030,en,Heart of Khvarena's Brilliance,Intricate and vibrant earrings upon which the luster of a hundred flowers seems to flow.
UI_RelicIcon_15030_4,15030,en,Stamen of Khvarena's Origin,An insignia in the shape of a lovely little flower that was once worn by pilgrims in times long bygone.
UI_RelicIcon_15030_5,15030,en,Ancient Abscission,An ancient timepiece upon which the light of Khvarena gleams. It is filled with a pure liquid that appears alive.
UI_RelicIcon_15030_1,15030,ja,喜楽無限の宴,美酒を入れていた華麗な盃。今はもう空っぽだ。
UI_RelicIcon_15030_2,15030,ja,霊彩奇麗の羽,繊細な作りをした、羽の装飾品。緑の葉っぱとかぐわしい花の光沢が輝いている。
UI_RelicIcon_15030_3,15030,ja,霊光明滅の心,繊細な作りをした、鮮やかな耳飾り。無数の花が輝きを放っているようだ。
UI_RelicIcon_15030_4,15030,ja,霊光起源の蕊,遥か昔の巡礼者がつけていた勲章。華麗な小花である。
UI_RelicIcon_15030_5,15030,ja,久遠落花の時,霊光の輝く古い時計。中に入っているのは命があるかのような清潔な液体。
UI_RelicIcon_15030_1,15030,ko,끝없는 향락의 연회,한때 달콤한 술을 담았던 술잔. 지금은 텅 비어있다
UI_RelicIcon_15030_2,15030,ko,영롱한 옥빛 깃털,정교한 깃털 모양 장식품. 꽃과 잎의 광택이 눈부시다
UI_RelicIcon_15030_3,15030,ko,크바레나의 눈부신 심장,다채롭고 정교한 귀고리. 무수히 많은 꽃들이 빛을 내는 것 같다
UI_RelicIcon_15030_4,15030,ko,크바레나 기원의 꽃술,먼 옛날 순례자가 찼던 휘장. 한 송이 화려한 꽃이다
UI_RelicIcon_15030_5,15030,ko,먼 옛날 꽃이 질 무렵,크바레나로 빛나는 고대의 시계. 그 안에는 살아 있는 것 같은 순결한 액체가 가득 담겨있다
UI_RelicIcon_15034_1,15034,zh,慷慨的墨水瓶,故事中的女巫所借助的墨水瓶，有着不逊于蘸水笔的神奇魔法。
UI_RelicIcon_15034_2,15034,zh,诚恳的蘸水笔,故事中的女巫所使用的蘸水笔，流畅顺滑在它所有的优点中最不值得一提。
UI_RelicIcon_15034_3,15034,zh,慈爱的淑女帽,故事中的女巫所爱用的淑女帽，沉稳又不失俏皮的设计令她格外中意。
UI_RelicIcon_15034_4,15034,zh,无私的妆饰花,故事中的女巫所佩戴的胸花，与她所喜爱的其他装饰一样，用蝴蝶的造型作为点缀。
UI_RelicIcon_15034_5,15034,zh,忠实的砂时计,故事中的女巫所仰仗的砂时计，据说对它念出错误的咒语，时间的流逝就会格外迅速。
UI_RelicIcon_15034_1,15034,en,Magnanimous Ink Bottle,An ink bottle utilized by the witch in the story. It possesses a strange enchantment no less powerful than the one cast upon the dip pen.
UI_RelicIcon_15034_2,15034,en,Honest Quill,"The witch in the tale used this dip pen. Among its various advantages, its silky-smooth writing is the least worthy of mention."
UI_RelicIcon_15034_3,15034,en,Compassionate Ladies' Hat,The lady's hat favored by the witch in the story. She loved this piece of headwear for how it weaves together solemnity and playfulness.
UI_RelicIcon_15034_4,15034,en,Selfless Floral Accessory,"A brooch that the witch in the tale wore. As with the other ornaments she loved, this was characterized by butterfly-like shapes."
UI_RelicIcon_15034_5,15034,en,Faithful Hourglass,"A sand timepiece that the witch relied on in the story. Legend has it that if you recite the wrong incantation over it, time will suddenly flow exceptionally quickly."
UI_RelicIcon_15034_1,15034,ja,寛容なインク壺,物語の中で魔法使いが使っていたインク壺。つけペンに引けを取らない不思議な魔法を有している。
UI_RelicIcon_15034_2,15034,ja,誠実なつけペン,物語の中で魔法使いが使っていたつけペン。その滑らかな書き心地は、数ある美点の中でも特筆すべき箇所としては取るに足りない部分である。
UI_RelicIcon_15034_3,15034,ja,慈愛の淑女ハット,物語の中で魔法使いが愛用していた淑女ハット。彼女は特に、落ち着いていながら遊び心のあるデザインに惹かれたようだ。
UI_RelicIcon_15034_4,15034,ja,無私の花飾り,物語の中で魔法使いがつけていた花飾り。彼女が愛する他の装飾品と同じように、蝶の形があしらわれている。
UI_RelicIcon_15034_5,15034,ja,忠実な砂時計,物語の中で魔法使いが頼りにしていた砂時計。それに対して間違った呪文を唱えると、時間の流れが急に速くなるらしい。
UI_RelicIcon_15034_1,15034,ko,아낌없는 잉크병,이야기 속 마녀가 빌린 잉크병. 펜에 못지않은 신기한 마법을 지녔다
